,title,year,advisory,movie_length,genre,rating,metascore,description,votes
44,177.Rango(2011),(2011),PG,107 min,"Animation, Action, Adventure",7.2,"75        
        Metascore","Rango is an ordinary chameleon who accidentally winds up in the town of Dirt, a lawless outpost in the Wild West in desperate need of a new sheriff.","Votes:
265,231
| Gross:
$123.48M"
45,178.Raya and the Last Dragon(2021),(2021),PG,107 min,"Animation, Action, Adventure",7.3,"75        
        Metascore","In a realm known as Kumandra, a re-imagined Earth inhabited by an ancient civilization, a warrior named Raya is determined to find the last dragon.","Votes:
149,894"
46,179.Madagascar(2005),(2005),PG,86 min,"Animation, Adventure, Comedy",6.9,"57        
        Metascore","A group of animals who have spent all their life in a New York zoo end up in the jungles of Madagascar, and must adjust to living in the wild.","Votes:
402,991
| Gross:
$193.60M"
47,181.Hotel Transylvania 2(2015),(2015),PG,89 min,"Animation, Adventure, Comedy",6.6,"44        
        Metascore","Dracula and his friends try to bring out the monster in his half human, half vampire grandson in order to keep Mavis from leaving the hotel.","Votes:
127,746
| Gross:
$169.70M"
48,184.Toy Story 3(2010),(2010),G,103 min,"Animation, Adventure, Comedy",8.3,"92        
        Metascore","The toys are mistakenly delivered to a day-care center instead of the attic right before Andy leaves for college, and it's up to Woody to convince the other toys that they weren't abandoned and to return home.","Votes:
830,869
| Gross:
$415.00M"
49,185.Frozen II(2019),(2019),PG,103 min,"Animation, Adventure, Comedy",6.8,"64        
        Metascore","Anna, Elsa, Kristoff, Olaf and Sven leave Arendelle to travel to an ancient, autumn-bound forest of an enchanted land. They set out to find the origin of Elsa's powers in order to save their kingdom.","Votes:
171,340
| Gross:
$477.37M"
50,187.ParaNorman(2012),(2012),PG,92 min,"Animation, Adventure, Comedy",7.0,"72        
        Metascore","A misunderstood boy takes on ghosts, zombies and grown-ups to save his town from a centuries-old curse.","Votes:
102,916
| Gross:
$56.00M"
51,188.The Iron Giant(1999),(1999),PG,86 min,"Animation, Action, Adventure",8.1,"85        
        Metascore",A young boy befriends a giant robot from outer space that a paranoid government agent wants to destroy.,"Votes:
196,208
| Gross:
$23.16M"
52,190.The Lego Movie(2014),(2014),PG,100 min,"Animation, Action, Adventure",7.7,"83        
        Metascore","An ordinary LEGO construction worker, thought to be the prophesied as ""special"", is recruited to join a quest to stop an evil tyrant from gluing the LEGO universe into eternal stasis.","Votes:
354,408
| Gross:
$257.76M"
53,191.Robots(2005),(2005),PG,91 min,"Animation, Adventure, Comedy",6.4,"64        
        Metascore","In a robot world, a young idealistic inventor travels to the big city to join his inspiration's company, only to find himself opposing its sinister new management.","Votes:
147,986
| Gross:
$128.20M"
54,192.Akira(1988),(1988),R,124 min,"Animation, Action, Drama",8.0,"67        
        Metascore","A secret military project endangers Neo-Tokyo when it turns a biker gang member into a rampaging psychic psychopath who can only be stopped by a teenager, his gang of biker friends and a group of psychics.","Votes:
186,167
| Gross:
$0.55M"
55,198.Belle(2021),(2021),PG,121 min,"Animation, Adventure, Drama",7.1,"83        
        Metascore","Suzu is a shy high school student living in a rural village. For years, she has only been a shadow of herself. But when she enters ""U"", a massive virtual world, she escapes into her online persona as Belle, a globally-beloved singer.","Votes:
11,494"
56,199.Big Hero 6(2014),(2014),PG,102 min,"Animation, Action, Adventure",7.8,"74        
        Metascore","A special bond develops between plus-sized inflatable robot Baymax and prodigy Hiro Hamada, who together team up with a group of friends to form a band of high-tech heroes.","Votes:
459,429
| Gross:
$222.53M"
57,151.Awakenings(1990),(1990),PG-13,121 min,"Biography, Drama",7.8,"74        
        Metascore","The victims of an encephalitis epidemic many years ago have been catatonic ever since, but now a new drug offers the prospect of reviving them.","Votes:
141,721
| Gross:
$52.10M"
58,155.Harriet(I) (2019),(I) (2019),PG-13,125 min,"Action, Biography, Drama",6.7,"66        
        Metascore","The extraordinary tale of Harriet Tubman's escape from slavery and transformation into one of America's greatest heroes, whose courage, ingenuity, and tenacity freed hundreds of slaves and changed the course of history.","Votes:
27,135"
59,156.Captain Phillips(2013),(2013),PG-13,134 min,"Action, Biography, Crime",7.8,"82        
        Metascore","The true story of Captain Richard Phillips and the 2009 hijacking by Somali pirates of the U.S.-flagged MV Maersk Alabama, the first American cargo ship to be hijacked in two hundred years.","Votes:
458,840
| Gross:
$107.10M"
60,157.Chariots of Fire(1981),(1981),PG,125 min,"Biography, Drama, Sport",7.1,"78        
        Metascore","Two British track athletes, one a determined Jew and the other a devout Christian, are driven to win in the 1924 Olympics as they wrestle with issues of pride and conscience.","Votes:
60,764
| Gross:
$58.97M"
61,159.Lion(2016),(2016),PG-13,118 min,"Biography, Drama",8.0,"69        
        Metascore","A five-year-old Indian boy is adopted by an Australian couple after getting lost hundreds of kilometers from home. 25 years later, he sets out to find his lost family.","Votes:
236,176
| Gross:
$51.74M"
62,160.Everest(2015),(2015),PG-13,121 min,"Action, Adventure, Biography",7.1,"64        
        Metascore","The story of New Zealand's Robert ""Rob"" Edwin Hall, who on May 10, 1996, together with Scott Fischer, teamed up on a joint expedition to ascend Mount Everest.","Votes:
217,996
| Gross:
$43.48M"
63,162.Freedom Writers(2007),(2007),PG-13,123 min,"Biography, Crime, Drama",7.6,"64        
        Metascore","A young teacher inspires her class of at-risk students to learn tolerance, apply themselves and pursue education beyond high school.","Votes:
79,195
| Gross:
$36.61M"
64,163.Only the Brave(2017),(2017),PG-13,134 min,"Action, Biography, Drama",7.6,"72        
        Metascore","Based on the true story of the Granite Mountain Hotshots, a group of elite firefighters who risk everything to protect a town from a historic wildfire.","Votes:
69,946
| Gross:
$18.34M"
65,164.Walk the Line(2005),(2005),PG-13,136 min,"Biography, Drama, Music",7.8,"72        
        Metascore","A chronicle of country music legend Johnny Cash's life, from his early days on an Arkansas cotton farm to his rise to fame with Sun Records in Memphis, where he recorded alongside Elvis Presley, Jerry Lee Lewis, and Carl Perkins.","Votes:
251,397
| Gross:
$119.52M"
66,165.The Eyes of Tammy Faye(2021),(2021),PG-13,126 min,"Biography, Drama, Romance",6.6,"55        
        Metascore","An intimate look at the extraordinary rise, fall and redemption of televangelist Tammy Faye Bakker.","Votes:
32,649"
67,166.Bronson(2008),(2008),R,92 min,"Action, Biography, Crime",7.0,"71        
        Metascore","A young man who was sentenced to seven years in prison for robbing a post office ends up spending three decades in solitary confinement. During this time, his own personality is supplanted by his alter-ego, Charles Bronson.","Votes:
131,870
| Gross:
$0.10M"
68,167.Straight Outta Compton(2015),(2015),R,147 min,"Biography, Drama, History",7.8,"72        
        Metascore","The rap group NWA emerges from the mean streets of Compton in Los Angeles, California, in the mid-1980s and revolutionizes Hip Hop culture with their music and tales about life in the hood.","Votes:
201,965
| Gross:
$161.20M"
69,168.Donnie Brasco(1997),(1997),R,127 min,"Biography, Crime, Drama",7.7,"76        
        Metascore","An FBI undercover agent infiltrates the mob and finds himself identifying more with the mafia life, at the expense of his regular one.","Votes:
308,232
| Gross:
$41.91M"
70,169.Ed Wood(1994),(1994),R,127 min,"Biography, Comedy, Drama",7.8,"70        
        Metascore","Ambitious but troubled movie director Edward D. Wood Jr. tries his best to fulfill his dreams, despite his lack of talent.","Votes:
176,669
| Gross:
$5.89M"
71,170.Mary Queen of Scots(2018),(2018),R,124 min,"Biography, Drama, History",6.3,"60        
        Metascore","Mary Stuart's (Saoirse Ronan's) attempt to overthrow her cousin Elizabeth I (Margot Robbie), Queen of England, finds her condemned to years of imprisonment before facing execution.","Votes:
50,820
| Gross:
$16.47M"
72,171.The Danish Girl(2015),(2015),R,119 min,"Biography, Drama, Romance",7.1,"66        
        Metascore",A fictitious love story loosely inspired by the lives of Danish artists Lili Elbe and Gerda Wegener. Lili and Gerda's marriage and work evolve as they navigate Lili's groundbreaking journey as a transgender pioneer.,"Votes:
185,869
| Gross:
$11.11M"
73,172.Butch Cassidy and the Sundance Kid(1969),(1969),PG,110 min,"Biography, Crime, Drama",8.0,"66        
        Metascore","Wyoming, early 1900s. Butch Cassidy and The Sundance Kid are the leaders of a band of outlaws. After a train robbery goes wrong they find themselves on the run with a posse hard on their heels. Their solution - escape to Bolivia.","Votes:
216,026
| Gross:
$102.31M"
74,173.Amistad(1997),(1997),R,155 min,"Biography, Drama, History",7.3,"63        
        Metascore","In 1839, the revolt of Mende captives aboard a Spanish owned ship causes a major controversy in the United States when the ship is captured off the coast of Long Island. The courts must decide whether the Mende are slaves or legally free.","Votes:
77,490
| Gross:
$44.18M"
75,174.The Bling Ring(2013),(2013),R,90 min,"Biography, Crime, Drama",5.6,"66        
        Metascore","Inspired by actual events, a group of fame-obsessed teenagers use the internet to track celebrities' whereabouts in order to rob their homes.","Votes:
88,336
| Gross:
$5.84M"
76,175.A Beautiful Day in the Neighborhood(2019),(2019),PG,109 min,"Biography, Drama",7.2,"80        
        Metascore",Based on the true story of a real-life friendship between Fred Rogers and journalist Lloyd Vogel.,"Votes:
80,043
| Gross:
$61.70M"
77,177.Sully(2016),(2016),PG-13,96 min,"Biography, Drama",7.4,"74        
        Metascore","When pilot Chesley ""Sully"" Sullenberger lands his damaged plane on the Hudson River in order to save the flight's passengers and crew, some consider him a hero while others think he was reckless.","Votes:
272,064
| Gross:
$125.07M"
78,178.Boys Don't Cry(1999),(1999),R,118 min,"Biography, Crime, Drama",7.5,"86        
        Metascore","A young man named Brandon Teena navigates love, life, and being transgender in rural Nebraska.","Votes:
98,279
| Gross:
$11.53M"
79,179.The Survivor(2021),(2021),R,129 min,"Biography, Drama, Sport",6.7,"71        
        Metascore","After World War II, Harry Haft is a boxer who fought against his peers in concentration camps. Haunted by memories, he tries to use fighting legends as a way to find his love.","Votes:
3,476"
80,181.American Underdog(2021),(2021),PG,112 min,"Biography, Drama, Sport",7.1,"53        
        Metascore","The story of NFL MVP and Hall of Fame quarterback Kurt Warner, who went from stocking shelves at a supermarket to becoming an American Football star.","Votes:
14,580"
81,183.The Dirt(2019),(2019),TV-MA,107 min,"Biography, Comedy, Drama",7.0,"39        
        Metascore","Based on the bestselling autobiography from Mötley Crüe, the film is an unflinching tale of success and excess as four misfits rise from the streets of Hollywood to the heights of international fame.","Votes:
49,826"
82,184.The Basketball Diaries(1995),(1995),R,102 min,"Biography, Crime, Drama",7.3,"46        
        Metascore",A teenager finds his dreams of becoming a basketball star threatened after he free falls into the harrowing world of drug addiction.,"Votes:
111,858
| Gross:
$2.42M"
83,185.Munich: The Edge of War(2021),(2021),PG-13,130 min,"Biography, Drama, History",6.8,"53        
        Metascore","A British diplomat travels to Munich in the run-up to World War II, where a former classmate of his from Oxford is also en route, but is working for the German government.","Votes:
30,258"
84,186.Dangerous Minds(1995),(1995),R,99 min,"Biography, Drama",6.5,"47        
        Metascore",An ex-Marine turned teacher struggles to connect with her students in an inner city school.,"Votes:
53,402
| Gross:
$84.92M"
85,187.Escape from Alcatraz(1979),(1979),PG,112 min,"Action, Biography, Crime",7.6,"76        
        Metascore","Alcatraz is the most secure prison of its time. It is believed that no one can ever escape from it, until three daring men make a possibly successful attempt at escaping from one of the most infamous prisons in the world.","Votes:
135,684
| Gross:
$43.00M"
86,188.The Disaster Artist(2017),(2017),R,104 min,"Biography, Comedy, Drama",7.3,"76        
        Metascore","When Greg Sestero, an aspiring film actor, meets the weird and mysterious Tommy Wiseau in an acting class, they form a unique friendship and travel to Hollywood to make their dreams come true.","Votes:
154,179
| Gross:
$21.12M"
87,190.Judas and the Black Messiah(2021),(2021),R,126 min,"Biography, Drama, History",7.4,"85        
        Metascore","Offered a plea deal by the FBI, William O'Neal infiltrates the Illinois chapter of the Black Panther Party to gather intelligence on Chairman Fred Hampton.","Votes:
78,933"
88,191.My Week with Marilyn(2011),(2011),R,99 min,"Biography, Drama",6.9,"65        
        Metascore","Colin Clark, an employee of Sir Laurence Olivier, documents the tense interaction between Olivier and Marilyn Monroe during the production of The Prince and the Showgirl (1957).","Votes:
87,460
| Gross:
$14.60M"
89,192.Dog Day Afternoon(1975),(1975),R,125 min,"Biography, Crime, Drama",8.0,"86        
        Metascore","Three amateur bank robbers plan to hold up a bank. A nice simple robbery: Walk in, take the money, and run. Unfortunately, the supposedly uncomplicated heist suddenly becomes a bizarre nightmare as everything that could go wrong does.","Votes:
257,010
| Gross:
$50.00M"
90,193.Dark Waters(2019),(2019),PG-13,126 min,"Biography, Drama, History",7.6,"73        
        Metascore",A corporate defense attorney takes on an environmental lawsuit against a chemical company that exposes a lengthy history of pollution.,"Votes:
88,450"
91,194.Spartacus(1960),(1960),PG-13,197 min,"Adventure, Biography, Drama",7.9,"87        
        Metascore","The slave Spartacus survives brutal training as a gladiator and leads a violent revolt against the decadent Roman Republic, as the ambitious Crassus seeks to gain power by crushing the uprising.","Votes:
135,251
| Gross:
$30.00M"
92,196.Jarhead(2005),(2005),R,125 min,"Biography, Drama, War",7.0,"58        
        Metascore","A psychological study of Marine's state of mind during the Gulf War. Told through the eyes of a U.S. Marine sniper who struggles to cope with boredom, a sense of isolation, and other issues back home.","Votes:
190,474
| Gross:
$62.66M"
93,197.The Electrical Life of Louis Wain(2021),(2021),PG-13,111 min,"Biography, Drama, History",6.8,"63        
        Metascore",English artist Louis Wain rises to prominence at the end of the 19th century for his surreal cat paintings that seemed to reflect his declining sanity.,"Votes:
14,299"
94,198.The Mauritanian(2021),(2021),R,129 min,"Biography, Drama, Thriller",7.4,"53        
        Metascore",Mohamedou Ould Slahi fights for freedom after being detained and imprisoned without charge by the U.S. Government for years.,"Votes:
51,464"
95,200.Official Secrets(2019),(2019),R,112 min,"Biography, Crime, Drama",7.3,"63        
        Metascore",The true story of a British whistleblower who leaked information to the press about an illegal NSA spy operation designed to push the UN Security Council into sanctioning the 2003 invasion of Iraq.,"Votes:
47,931
| Gross:
$0.40M"
96,151.National Lampoon's Vacation(1983),(1983),R,98 min,"Adventure, Comedy",7.3,"55        
        Metascore",The Griswold family's cross-country drive to the Walley World theme park proves to be much more arduous than they ever anticipated.,"Votes:
109,726
| Gross:
$61.40M"
97,"152.Good Luck to You, Leo Grande(2022)",(2022),R,97 min,"Comedy, Drama",7.2,"78        
        Metascore","Nancy Stokes, a retired school teacher, is yearning for some adventure, and some sex. And she has a plan, which involves hiring a young sex worker named Leo Grande.","Votes:
16,521"
98,156.The Lost Boys(1987),(1987),R,97 min,"Comedy, Horror",7.2,"63        
        Metascore","After moving to a new town, two brothers discover that the area is a haven for vampires.","Votes:
143,925
| Gross:
$32.22M"
99,159.Encanto(2021),(2021),PG,102 min,"Animation, Comedy, Family",7.2,"75        
        Metascore",A Colombian teenage girl has to face the frustration of being the only member of her family without magical powers.,"Votes:
216,132
| Gross:
$96.09M"
100,164.Free Guy(2021),(2021),PG-13,115 min,"Action, Adventure, Comedy",7.1,"62        
        Metascore","A bank teller discovers that he's actually an NPC inside a brutal, open world video game.","Votes:
363,044
| Gross:
$121.63M"
101,169.Don't Look Up(2021),(2021),R,138 min,"Comedy, Drama, Sci-Fi",7.2,"49        
        Metascore",Two low-level astronomers must go on a giant media tour to warn humankind of an approaching comet that will destroy planet Earth.,"Votes:
528,518"
102,180.The Suicide Squad(2021),(2021),R,132 min,"Action, Adventure, Comedy",7.2,"72        
        Metascore","Supervillains Harley Quinn, Bloodsport, Peacemaker, and a collection of nutty cons at Belle Reve prison join the super-secret, super-shady Task Force X as they are dropped off at the remote, enemy-infused island of Corto Maltese.","Votes:
344,564"
103,183.City Slickers(1991),(1991),PG-13,113 min,"Comedy, Western",6.8,"70        
        Metascore","On the verge of turning 40, an unhappy Manhattan yuppie is roped into joining his two friends on a cattle drive in the southwest.","Votes:
57,705
| Gross:
$124.03M"
104,185.American Pie(1999),(1999),R,95 min,Comedy,7.0,"58        
        Metascore",Four teenage boys enter a pact to lose their virginity by prom night.,"Votes:
406,542
| Gross:
$102.56M"
105,186.Ready or Not(I) (2019),(I) (2019),R,95 min,"Action, Comedy, Horror",6.8,"64        
        Metascore",A bride's wedding night takes a sinister turn when her eccentric new in-laws force her to take part in a terrifying game.,"Votes:
149,789
| Gross:
$28.71M"
