,title,year,advisory,movie_length,genre,rating,metascore,description,votes
11,119.Van Helsing(2004),(2004),PG-13,131 min,"Action, Adventure, Fantasy",6.0,"35        
        Metascore","The famed monster hunter is sent to Transylvania to stop Count Dracula, who is using Dr. Frankenstein's research and a werewolf for nefarious purposes.","Votes:
266,847
| Gross:
$120.18M"
12,120.Free Guy(2021),(2021),PG-13,115 min,"Action, Adventure, Comedy",7.1,"62        
        Metascore","A bank teller discovers that he's actually an NPC inside a brutal, open world video game.","Votes:
363,044
| Gross:
$121.63M"
13,123.Eternals(2021),(2021),PG-13,156 min,"Action, Adventure, Fantasy",6.3,"52        
        Metascore","The saga of the Eternals, a race of immortal beings who lived on Earth and shaped its history and civilizations.","Votes:
335,193
| Gross:
$164.87M"
14,124.Inglourious Basterds(2009),(2009),R,153 min,"Adventure, Drama, War",8.3,"69        
        Metascore","In Nazi-occupied France during World War II, a plan to assassinate Nazi leaders by a group of Jewish U.S. soldiers coincides with a theatre owner's vengeful plans for the same.","Votes:
1,431,872
| Gross:
$120.54M"
15,126.Black Panther(2018),(2018),PG-13,134 min,"Action, Adventure, Sci-Fi",7.3,"88        
        Metascore","T'Challa, heir to the hidden but advanced kingdom of Wakanda, must step forward to lead his people into a new future and must confront a challenger from his country's past.","Votes:
751,908
| Gross:
$700.06M"
16,129.Star Wars(1977),(1977),PG,121 min,"Action, Adventure, Fantasy",8.6,"90        
        Metascore","Luke Skywalker joins forces with a Jedi Knight, a cocky pilot, a Wookiee and two droids to save the galaxy from the Empire's world-destroying battle station, while also attempting to rescue Princess Leia from the mysterious Darth Vader.","Votes:
1,353,755
| Gross:
$322.74M"
17,133.The Suicide Squad(2021),(2021),R,132 min,"Action, Adventure, Comedy",7.2,"72        
        Metascore","Supervillains Harley Quinn, Bloodsport, Peacemaker, and a collection of nutty cons at Belle Reve prison join the super-secret, super-shady Task Force X as they are dropped off at the remote, enemy-infused island of Corto Maltese.","Votes:
344,564"
18,134.GoldenEye(1995),(1995),PG-13,130 min,"Action, Adventure, Thriller",7.2,"65        
        Metascore","Years after a friend and fellow 00 agent is killed on a joint mission, a Russian crime syndicate steals a secret space-based weapons program known as ""GoldenEye"" and James Bond has to stop them from using it.","Votes:
257,540
| Gross:
$106.60M"
19,135.Jaws(1975),(1975),PG,124 min,"Adventure, Thriller",8.1,"87        
        Metascore","When a killer shark unleashes chaos on a beach community off Cape Cod, it's up to a local sheriff, a marine biologist, and an old seafarer to hunt the beast down.","Votes:
602,540
| Gross:
$260.00M"
20,136.Harry Potter and the Goblet of Fire(2005),(2005),PG-13,157 min,"Adventure, Family, Fantasy",7.7,"81        
        Metascore","Harry Potter finds himself competing in a hazardous tournament between rival schools of magic, but he is distracted by recurring nightmares.","Votes:
621,263
| Gross:
$290.01M"
21,139.Fantastic Beasts: The Secrets of Dumbledore(2022),(2022),PG-13,142 min,"Adventure, Family, Fantasy",6.2,"47        
        Metascore",Professor Albus Dumbledore must assist Newt Scamander and his partners as Grindelwald begins to lead an army to eliminate all Muggles.,"Votes:
132,146"
22,140.Sonic the Hedgehog 2(2022),(2022),PG,122 min,"Action, Adventure, Comedy",6.5,"47        
        Metascore","When the manic Dr Robotnik returns to Earth with a new ally, Knuckles the Echidna, Sonic and his new friend Tails is all that stands in their way.","Votes:
62,326"
23,141.Lightyear(2022),(2022),PG,100 min,"Animation, Action, Adventure",6.0,"60        
        Metascore","While spending years attempting to return home, marooned Space Ranger Buzz Lightyear encounters an army of ruthless robots commanded by Zurg who are attempting to steal his fuel source.","Votes:
97,778"
24,143.The Bad Guys(2022),(2022),PG,100 min,"Animation, Adventure, Comedy",6.8,"64        
        Metascore","To avoid prison, a gang of notorious animal criminals pretend to seek being rehabilitated, only for their leader to secretly find that he genuinely wants to change his ways.","Votes:
35,045"
25,144.The Princess Bride(1987),(1987),PG,98 min,"Adventure, Family, Fantasy",8.0,"77        
        Metascore","While home sick in bed, a young boy's grandfather reads him the story of a farmboy-turned-pirate who encounters numerous obstacles, enemies and allies in his quest to be reunited with his true love.","Votes:
426,475
| Gross:
$30.86M"
26,146.Spider-Man(2002),(2002),PG-13,121 min,"Action, Adventure, Sci-Fi",7.4,"73        
        Metascore","After being bitten by a genetically-modified spider, a shy teenager gains spider-like abilities that he uses to fight injustice as a masked superhero and face a vengeful enemy.","Votes:
812,130
| Gross:
$403.71M"
27,148.It's a Mad Mad Mad Mad World(1963),(1963),G,210 min,"Action, Adventure, Comedy",7.5,"59        
        Metascore","A group of motorists witnesses a car crash in the California desert, and after the driver's dying words indicate the location of a hidden stash of loot, they turn against each in a race across the state to get to it.","Votes:
42,254
| Gross:
$46.30M"
28,149.Stand by Me(1986),(1986),R,89 min,"Adventure, Drama",8.1,"75        
        Metascore","After the death of one of his friends, a writer recounts a childhood journey with his friends to find the body of a missing boy.","Votes:
402,142
| Gross:
$52.29M"
29,150.The Grand Budapest Hotel(2014),(2014),R,99 min,"Adventure, Comedy, Crime",8.1,"88        
        Metascore","A writer encounters the owner of an aging high-class hotel, who tells him of his early years serving as a lobby boy in the hotel's glorious years under an exceptional concierge.","Votes:
801,180
| Gross:
$59.10M"
30,103.The Little Mermaid(1989),(1989),G,83 min,"Animation, Adventure, Comedy",7.6,"88        
        Metascore",A mermaid princess makes a Faustian bargain in an attempt to become human and win a prince's love.,"Votes:
262,880
| Gross:
$111.54M"
31,"104.Monsters, Inc.(2001)",(2001),G,92 min,"Animation, Adventure, Comedy",8.1,"79        
        Metascore","In order to power the city, monsters have to scare children so that they scream. However, the children are toxic to the monsters, and after a child gets through, two monsters realize things may not be what they think.","Votes:
902,510
| Gross:
$289.92M"
32,105.Hotel Transylvania: Transformania(2022),(2022),PG,87 min,"Animation, Adventure, Comedy",6.0,"46        
        Metascore","After one experiment, Johnny turns into a monster and everyone else becomes human. Now it has to be seen whether they will be able to reverse this experiment.","Votes:
30,234"
33,106.The Incredibles(2004),(2004),PG,115 min,"Animation, Action, Adventure",8.0,"90        
        Metascore","While trying to lead a quiet suburban life, a family of undercover superheroes are forced into action to save the world.","Votes:
731,371
| Gross:
$261.44M"
34,108.Howl's Moving Castle(2004),(2004),PG,119 min,"Animation, Adventure, Family",8.2,"80        
        Metascore","When an unconfident young woman is cursed with an old body by a spiteful witch, her only chance of breaking the spell lies with a self-indulgent yet insecure young wizard and his companions in his legged, walking castle.","Votes:
392,081
| Gross:
$4.71M"
35,109.Despicable Me(2010),(2010),PG,95 min,"Animation, Adventure, Comedy",7.6,"72        
        Metascore","When a criminal mastermind uses a trio of orphan girls as pawns for a grand scheme, he finds their love is profoundly changing him for the better.","Votes:
545,630
| Gross:
$251.51M"
36,113.WALL·E(2008),(2008),G,98 min,"Animation, Adventure, Family",8.4,"95        
        Metascore","In the distant future, a small waste-collecting robot inadvertently embarks on a space journey that will ultimately decide the fate of mankind.","Votes:
1,107,013
| Gross:
$223.81M"
37,117.Enchanted(2007),(2007),PG,107 min,"Animation, Adventure, Comedy",7.1,"75        
        Metascore","A young maiden in a land called Andalasia, who is prepared to be wed, is sent away to New York City by an evil Queen, where she falls in love with a lawyer.","Votes:
199,309
| Gross:
$127.81M"
38,119.Finding Nemo(2003),(2003),G,100 min,"Animation, Adventure, Comedy",8.2,"90        
        Metascore","After his son is captured in the Great Barrier Reef and taken to Sydney, a timid clownfish sets out on a journey to bring him home.","Votes:
1,036,693
| Gross:
$380.84M"
39,120.Dragon Ball Super: Super Hero(2022),(2022),PG-13,100 min,"Animation, Action, Adventure",7.2,"65        
        Metascore",The Red Ribbon Army from Goku's past has returned with two new androids to challenge him and his friends.,"Votes:
8,246"
40,121.Frankenweenie(2012),(2012),PG,87 min,"Animation, Comedy, Drama",6.9,"74        
        Metascore","When a boy's beloved dog passes away suddenly, he attempts to bring the animal back to life through a powerful science experiment.","Votes:
108,167
| Gross:
$35.29M"
41,123.Mary Poppins Returns(2018),(2018),PG,130 min,"Animation, Adventure, Comedy",6.7,"66        
        Metascore","A few decades after her original visit, Mary Poppins, the magical nanny, returns to help the Banks siblings and Michael's children through a difficult time in their lives.","Votes:
88,293
| Gross:
$171.96M"
42,126.Tangled(2010),(2010),PG,100 min,"Animation, Adventure, Comedy",7.7,"71        
        Metascore","The magically long-haired Rapunzel has spent her entire life in a tower, but now that a runaway thief has stumbled upon her, she is about to discover the world for the first time, and who she really is.","Votes:
451,096
| Gross:
$200.82M"
43,127.Up(2009),(2009),PG,96 min,"Animation, Adventure, Comedy",8.3,"88        
        Metascore","78-year-old Carl Fredricksen travels to Paradise Falls in his house equipped with balloons, inadvertently taking a young stowaway.","Votes:
1,035,883
| Gross:
$293.00M"
44,129.Marcel the Shell with Shoes On(2021),(2021),PG,90 min,"Animation, Comedy, Drama",7.9,"81        
        Metascore",Feature adaptation of the animated short film interviewing a mollusk named Marcel.,"Votes:
5,846
| Gross:
$5.79M"
45,130.Beowulf(2007),(2007),PG-13,115 min,"Animation, Action, Adventure",6.3,"59        
        Metascore","The warrior Beowulf must fight and defeat the monster Grendel, who is terrorizing Denmark, then Grendel's Mother, who begins killing out of revenge.","Votes:
168,639
| Gross:
$82.16M"
46,132.Luca(2021),(2021),PG,95 min,"Animation, Adventure, Comedy",7.4,"71        
        Metascore","On the Italian Riviera, an unlikely but strong friendship grows between a human being and a sea monster disguised as a human.","Votes:
160,525"
47,135.Chip 'n Dale: Rescue Rangers(2022),(2022),PG,97 min,"Animation, Adventure, Comedy",7.0,"66        
        Metascore","Thirty years after their popular television show ended, chipmunks Chip and Dale live very different lives. When a cast member from the original series mysteriously disappears, the pair must reunite to save their friend.","Votes:
38,829"
48,136.Who Framed Roger Rabbit(1988),(1988),PG,104 min,"Animation, Adventure, Comedy",7.7,"83        
        Metascore",A toon-hating detective is a cartoon rabbit's only hope to prove his innocence when he is accused of murder.,"Votes:
201,457
| Gross:
$156.45M"
49,137.Aladdin(1992),(1992),G,90 min,"Animation, Adventure, Comedy",8.0,"86        
        Metascore",A kindhearted street urchin and a power-hungry Grand Vizier vie for a magic lamp that has the power to make their deepest wishes come true.,"Votes:
416,914
| Gross:
$217.35M"
50,140.Soul(2020),(2020),PG,100 min,"Animation, Adventure, Comedy",8.0,"83        
        Metascore","After landing the gig of a lifetime, a New York jazz pianist suddenly finds himself trapped in a strange land between Earth and the afterlife.","Votes:
324,714"
51,142.How to Train Your Dragon(2010),(2010),PG,98 min,"Animation, Action, Adventure",8.1,"75        
        Metascore","A hapless young Viking who aspires to hunt dragons becomes the unlikely friend of a young dragon himself, and learns there may be more to the creatures than he assumed.","Votes:
735,383
| Gross:
$217.58M"
52,143.Sausage Party(2016),(2016),R,89 min,"Animation, Adventure, Comedy",6.1,"66        
        Metascore",A sausage strives to discover the truth about his existence.,"Votes:
194,750
| Gross:
$97.69M"
53,144.The Addams Family 2(2021),(2021),PG,93 min,"Animation, Adventure, Comedy",5.4,"37        
        Metascore","The Addams get tangled up in more wacky adventures and find themselves involved in hilarious run-ins with all sorts of unsuspecting characters. Sequel to the 2019 animated film, 'The Addams Family'.","Votes:
12,188"
54,145.Kung Fu Panda(2008),(2008),PG,92 min,"Animation, Action, Adventure",7.6,"74        
        Metascore","To everyone's surprise, including his own, Po, an overweight, clumsy panda, is chosen as protector of the Valley of Peace. His suitability will soon be tested as the valley's arch-enemy is on his way.","Votes:
467,578
| Gross:
$215.43M"
55,146.A Bug's Life(I) (1998),(I) (1998),G,95 min,"Animation, Adventure, Comedy",7.2,"77        
        Metascore","A misfit ant, looking for ""warriors"" to save his colony from greedy grasshoppers, recruits a group of bugs that turn out to be an inept circus troupe.","Votes:
292,688
| Gross:
$162.80M"
56,147.The Princess and the Frog(2009),(2009),G,97 min,"Animation, Adventure, Comedy",7.1,"73        
        Metascore","A waitress, desperate to fulfill her dreams as a restaurant owner, is set on a journey to turn a frog prince back into a human being, but she has to face the same problem after she kisses him.","Votes:
145,141
| Gross:
$104.40M"
57,149.Brave(2012),(2012),PG,93 min,"Animation, Adventure, Comedy",7.1,"69        
        Metascore","Determined to make her own path in life, Princess Merida defies a custom that brings chaos to her kingdom. Granted one wish, Merida must rely on her bravery and her archery skills to undo a beastly curse.","Votes:
410,493
| Gross:
$237.28M"
58,150.Minions(2015),(2015),PG,91 min,"Animation, Adventure, Comedy",6.4,"56        
        Metascore","Minions Stuart, Kevin, and Bob are recruited by Scarlet Overkill, a supervillain who, alongside her inventor husband Herb, hatches a plot to take over the world.","Votes:
238,865
| Gross:
$336.05M"
59,103.The Favourite(2018),(2018),R,119 min,"Biography, Comedy, Drama",7.5,"91        
        Metascore","In early 18th-century England, the status quo at the court is upset when a new servant arrives and endears herself to a frail Queen Anne.","Votes:
199,797
| Gross:
$34.37M"
60,105.American Sniper(2014),(2014),R,133 min,"Action, Biography, Drama",7.3,"72        
        Metascore","Navy S.E.A.L. sniper Chris Kyle's pinpoint accuracy saves countless lives on the battlefield and turns him into a legend. Back home with his family after four tours of duty, however, Chris finds that it is the war he can't leave behind.","Votes:
486,111
| Gross:
$350.13M"
61,107.Unbroken(I) (2014),(I) (2014),PG-13,137 min,"Action, Biography, Drama",7.2,"59        
        Metascore","After a near-fatal plane crash in WWII, Olympian Louis Zamperini spends a harrowing 47 days in a raft with two fellow crewmen before he's caught by the Japanese navy and sent to a prisoner-of-war camp.","Votes:
168,244
| Gross:
$115.64M"
62,109.Rocketman(I) (2019),(I) (2019),R,121 min,"Biography, Drama, Musical",7.3,"69        
        Metascore",A musical fantasy about the fantastical human story of Elton John's breakthrough years.,"Votes:
174,691
| Gross:
$96.37M"
63,112.The Theory of Everything(2014),(2014),PG-13,123 min,"Biography, Drama, Romance",7.7,"71        
        Metascore",A look at the relationship between the famous physicist Stephen Hawking and his wife.,"Votes:
449,223
| Gross:
$35.89M"
64,114.Outlaw King(2018),(2018),R,121 min,"Action, Biography, Drama",6.9,"59        
        Metascore",A true David vs. Goliath story of how the 14th century Scottish 'Outlaw King' Robert the Bruce used cunning and bravery to defeat the much larger and better equipped occupying English army.,"Votes:
72,347"
65,115.American Gangster(2007),(2007),R,157 min,"Biography, Crime, Drama",7.8,"76        
        Metascore","An outcast New York City cop is charged with bringing down Harlem drug lord Frank Lucas, whose real life inspired this partly biographical film.","Votes:
425,980
| Gross:
$130.16M"
66,"116.tick, tick... BOOM!(2021)",(2021),PG-13,120 min,"Biography, Drama, Musical",7.5,"74        
        Metascore","On the cusp of his 30th birthday, a promising young theater composer navigates love, friendship and the pressures of life as an artist in New York City.","Votes:
104,379"
67,118.Fighting with My Family(2019),(2019),PG-13,108 min,"Biography, Comedy, Drama",7.1,"68        
        Metascore",A former wrestler and his family make a living performing at small venues around the country while his kids dream of joining World Wrestling Entertainment.,"Votes:
81,439
| Gross:
$22.96M"
68,119.Togo(2019),(2019),PG,113 min,"Adventure, Biography, Drama",7.9,"69        
        Metascore","The story of Togo, the sled dog who led the 1925 serum run despite being considered too small and weak to lead such an intense race.","Votes:
48,946"
69,120.The Aviator(2004),(2004),PG-13,170 min,"Biography, Drama",7.5,"77        
        Metascore",A biopic depicting the early years of legendary director and aviator Howard Hughes' career from the late 1920s to the mid 1940s.,"Votes:
361,128
| Gross:
$102.61M"
70,121.Public Enemies(2009),(2009),R,140 min,"Action, Biography, Crime",7.0,"70        
        Metascore","The Feds try to take down notorious American gangsters John Dillinger, Baby Face Nelson, and Pretty Boy Floyd during a booming crime wave in the 1930s.","Votes:
303,513
| Gross:
$97.10M"
71,122.Lawrence of Arabia(1962),(1962),Approved,218 min,"Adventure, Biography, Drama",8.3,"100        
        Metascore","The story of T.E. Lawrence, the English officer who successfully united and led the diverse, often warring, Arab tribes during World War I in order to fight the Turks.","Votes:
293,026
| Gross:
$44.82M"
72,123.Joy(I) (2015),(I) (2015),PG-13,124 min,"Biography, Drama",6.6,"56        
        Metascore","Joy is the story of the title character, who rose to become founder and matriarch of a powerful family business dynasty.","Votes:
137,346
| Gross:
$56.45M"
73,124.The Elephant Man(1980),(1980),PG,124 min,"Biography, Drama",8.2,"78        
        Metascore","A Victorian surgeon rescues a heavily disfigured man who is mistreated while scraping a living as a side-show freak. Behind his monstrous façade, there is revealed a person of kindness, intelligence and sophistication.","Votes:
240,832"
74,125.Benedetta(2021),(2021),Unrated,131 min,"Biography, Drama, History",6.8,"73        
        Metascore","A 17th-century nun in Italy suffers from disturbing religious and erotic visions. She is assisted by a companion, and the relationship between the two women develops into a romantic love affair.","Votes:
18,948"
75,126.Alive(1993),(1993),R,120 min,"Biography, Drama, Thriller",7.1,"56        
        Metascore","After crash-landing in the snowswept Andes, a Uruguayan rugby team have no choice but to turn to desperate measures in order to survive.","Votes:
56,503
| Gross:
$36.73M"
76,129.Lawless(2012),(2012),R,116 min,"Biography, Crime, Drama",7.2,"58        
        Metascore","Set in Depression-era Franklin County, Virginia, a trio of bootlegging brothers are threatened by a new special deputy and other authorities angling for a cut of their profits.","Votes:
242,666
| Gross:
$37.40M"
77,130.Midnight Express(1978),(1978),R,121 min,"Biography, Crime, Drama",7.5,"59        
        Metascore","Billy Hayes, an American college student, is caught smuggling drugs out of Turkey and thrown into prison.","Votes:
80,311
| Gross:
$35.00M"
78,132.Tolkien(2019),(2019),PG-13,112 min,"Biography, Drama, Romance",6.8,"48        
        Metascore","The formative years of the orphaned author J.R.R. Tolkien as he finds friendship, love and artistic inspiration among a group of fellow outcasts at school.","Votes:
41,169
| Gross:
$4.54M"
79,133.The Founder(2016),(2016),PG-13,115 min,"Biography, Drama",7.2,"66        
        Metascore","The story of Ray Kroc, a salesman who turned two brothers' innovative fast food eatery, McDonald's, into the biggest restaurant business in the world, with a combination of ambition, persistence, and ruthlessness.","Votes:
150,928
| Gross:
$12.79M"
80,135.The Assassination of Jesse James by the Coward Robert Ford(2007),(2007),R,160 min,"Biography, Crime, Drama",7.5,"68        
        Metascore","Robert Ford, who's idolized Jesse James since childhood, tries hard to join the reforming gang of the Missouri outlaw, but gradually becomes resentful of the bandit leader.","Votes:
182,098
| Gross:
$3.90M"
81,136.Jerry and Marge Go Large(2022),(2022),PG-13,96 min,"Biography, Comedy, Drama",6.9,"52        
        Metascore","Based on the true story about long-married couple Jerry and Marge Selbee, who win the lottery and use the money to revive their small town.","Votes:
10,978"
82,142.Mask(1985),(1985),PG-13,120 min,"Biography, Drama",7.2,"73        
        Metascore",A teenager with a massive facial skull deformity and biker gang mother attempt to live as normal a life as possible under the circumstances.,"Votes:
29,533
| Gross:
$48.23M"
83,143.American Animals(2018),(2018),R,116 min,"Biography, Crime, Drama",7.0,"68        
        Metascore",Four young men mistake their lives for a movie and attempt one of the most audacious heists in U.S. history.,"Votes:
45,107
| Gross:
$2.86M"
84,144.In the Heart of the Sea(2015),(2015),PG-13,122 min,"Action, Adventure, Biography",6.9,"47        
        Metascore","A recounting of a New England whaling ship's sinking by a giant whale in 1820, an experience that later inspired the great novel Moby-Dick.","Votes:
139,452
| Gross:
$25.02M"
85,145.Mank(2020),(2020),R,131 min,"Biography, Comedy, Drama",6.8,"79        
        Metascore",1930s Hollywood is re-evaluated through the eyes of scathing social critic and alcoholic screenwriter Herman J. Mankiewicz as he races to finish the screenplay of Citizen Kane (1941).,"Votes:
74,925"
86,146.The Duke(2020),(2020),R,95 min,"Biography, Comedy, Crime",6.9,"74        
        Metascore","In 1961, Kempton Bunton, a 60 year old taxi driver, steals Goya's portrait of the Duke of Wellington from the National Gallery in London.","Votes:
7,919"
87,148.Raging Bull(1980),(1980),R,129 min,"Biography, Drama, Sport",8.2,"89        
        Metascore","The life of boxer Jake LaMotta, whose violence and temper that led him to the top in the ring destroyed his life outside of it.","Votes:
352,938
| Gross:
$23.38M"
88,149.Lone Survivor(2013),(2013),R,121 min,"Action, Biography, Drama",7.5,"60        
        Metascore","Marcus Luttrell and his team set out on a mission to capture or kill notorious Taliban leader Ahmad Shah, in late June 2005. Marcus and his team are left to fight for their lives in one of the most valiant efforts of modern warfare.","Votes:
287,816
| Gross:
$125.10M"
89,150.Blow(2001),(2001),R,124 min,"Biography, Crime, Drama",7.5,"52        
        Metascore","The story of how George Jung, along with the Medellín Cartel headed by Pablo Escobar, established the American cocaine market in the 1970s in the United States.","Votes:
260,968
| Gross:
$52.99M"
90,101.Casper(1995),(1995),PG,100 min,"Comedy, Family, Fantasy",6.1,"49        
        Metascore",An afterlife therapist and his daughter meet a friendly young ghost when they move into a crumbling mansion in order to rid the premises of wicked spirits.,"Votes:
134,755
| Gross:
$100.33M"
91,102.Ghostbusters(1984),(1984),PG,105 min,"Action, Comedy, Fantasy",7.8,"71        
        Metascore","Three parapsychologists forced out of their university funding set up shop as a unique ghost removal service in New York City, attracting frightened yet skeptical customers.","Votes:
413,038
| Gross:
$238.63M"
92,105.The Lost City(2022),(2022),PG-13,112 min,"Action, Adventure, Comedy",6.1,"60        
        Metascore",A reclusive romance novelist on a book tour with her cover model gets swept up in a kidnapping attempt that lands them both in a cutthroat jungle adventure.,"Votes:
107,468"
93,109.Practical Magic(1998),(1998),PG-13,104 min,"Comedy, Drama, Fantasy",6.2,"46        
        Metascore","Two witch sisters, raised by their eccentric aunts in a small town, face closed-minded prejudice and a curse which threatens to prevent them ever finding lasting love.","Votes:
83,162
| Gross:
$46.68M"
94,111.Deadpool(2016),(2016),R,108 min,"Action, Adventure, Comedy",8.0,"65        
        Metascore","A wisecracking mercenary gets experimented on and becomes immortal but ugly, and sets out to track down the man who ruined his looks.","Votes:
1,026,478
| Gross:
$363.07M"
95,113.Addams Family Values(1993),(1993),PG-13,94 min,"Comedy, Fantasy",6.8,"61        
        Metascore","The Addams Family try to rescue their beloved Uncle Fester from his gold-digging new love, a black widow named Debbie.","Votes:
94,011
| Gross:
$48.92M"
96,115.In Bruges(2008),(2008),R,107 min,"Comedy, Crime, Drama",7.9,"67        
        Metascore","Guilt-stricken after a job gone wrong, hitman Ray and his partner await orders from their ruthless boss in Bruges, Belgium, the last place in the world Ray wants to be.","Votes:
423,421
| Gross:
$7.76M"
97,116.The Gentlemen(2019),(2019),R,113 min,"Action, Comedy, Crime",7.8,"51        
        Metascore","An American expat tries to sell off his highly profitable marijuana empire in London, triggering plots, schemes, bribery and blackmail in an attempt to steal his domain out from under him.","Votes:
333,937
| Gross:
$36.47M"
98,118.Dog(I) (2022),(I) (2022),PG-13,101 min,"Comedy, Drama",6.5,"61        
        Metascore",Two former Army Rangers are paired against their will on the road trip of a lifetime. Briggs (Channing Tatum) and Lulu (a Belgian Malinois) race down the Pacific Coast to get to a fellow soldier's funeral on time.,"Votes:
32,285"
99,119.My Best Friend's Exorcism(2022),(2022),R,97 min,"Comedy, Horror, Thriller",5.3,"58        
        Metascore",Teen best friends Abby and Gretchen grapple with an otherworldly demon that takes up residence in Gretchen's body.,"Votes:
3,092"
100,123.Minions: The Rise of Gru(2022),(2022),PG,87 min,"Animation, Adventure, Comedy",6.6,"56        
        Metascore",The untold story of one twelve-year-old's dream to become the world's greatest supervillain.,"Votes:
57,892"
101,127.Day Shift(2022),(2022),R,113 min,"Action, Comedy, Fantasy",6.1,"51        
        Metascore","A hard-working, blue-collar dad just wants to provide a good life for his quick-witted 10-year-old daughter. His mundane San Fernando Valley pool cleaning job is a front for his real source of income: hunting and killing vampires.","Votes:
68,603"
102,130.Studio 666(2022),(2022),R,106 min,"Comedy, Horror, Music",5.7,"50        
        Metascore",Legendary rock band Foo Fighters move into an Encino mansion steeped in grisly rock and roll history to record their much anticipated 10th album.,"Votes:
8,371"
103,131.Deadpool 2(2018),(2018),R,119 min,"Action, Adventure, Comedy",7.7,"66        
        Metascore","Foul-mouthed mutant mercenary Wade Wilson (a.k.a. Deadpool) assembles a team of fellow mutant rogues to protect a young boy with supernatural abilities from the brutal, time-traveling cyborg Cable.","Votes:
575,395
| Gross:
$324.59M"
104,133.Hubie Halloween(2020),(2020),PG-13,103 min,"Comedy, Mystery",5.2,"53        
        Metascore","Despite his devotion to his hometown of Salem (and its Halloween celebration), Hubie Dubois is a figure of mockery for kids and adults alike. But this year, something is going bump in the night, and it's up to Hubie to save Halloween.","Votes:
50,292"
105,141.The Goonies(1985),(1985),PG,114 min,"Adventure, Comedy, Family",7.7,"62        
        Metascore",A group of young misfits called The Goonies discover an ancient map and set out on an adventure to find a legendary pirate's long-lost treasure.,"Votes:
273,011
| Gross:
$61.50M"
106,145.Vengeance(II) (2022),(II) (2022),R,107 min,"Comedy, Mystery, Thriller",6.8,"65        
        Metascore",A writer from New York City attempts to solve the murder of a girl he hooked up with and travels down south to investigate the circumstances of her death and discover what happened to her.,"Votes:
13,020"
