,title,year,advisory,movie_length,genre,rating,metascore,description,votes
412,3.Dead for a Dollar(2022),(2022),R,107 min,"Thriller, Western",5.0,"61        
        Metascore","A famed bounty hunter runs into his sworn enemy, a professional gambler and outlaw that he had sent to prison years before.","Votes:
855"
413,6.Django Unchained(2012),(2012),R,165 min,"Drama, Western",8.4,"81        
        Metascore","With the help of a German bounty-hunter, a freed slave sets out to rescue his wife from a brutal plantation-owner in Mississippi.","Votes:
1,532,347
| Gross:
$162.81M"
414,9.Tombstone(1993),(1993),R,130 min,"Biography, Drama, History",7.8,"50        
        Metascore","A successful lawman's plans to retire anonymously in Tombstone, Arizona are disrupted by the kind of outlaws he was famous for eliminating.","Votes:
149,016
| Gross:
$56.51M"
415,12.The Power of the Dog(2021),(2021),R,126 min,"Drama, Romance, Western",6.8,"89        
        Metascore","Charismatic rancher Phil Burbank inspires fear and awe in those around him. When his brother brings home a new wife and her son, Phil torments them until he finds himself exposed to the possibility of love.","Votes:
170,527"
416,13.The Revenant(2015),(2015),R,156 min,"Action, Adventure, Drama",8.0,"76        
        Metascore",A frontiersman on a fur trading expedition in the 1820s fights for survival after being mauled by a bear and left for dead by members of his own hunting team.,"Votes:
795,756
| Gross:
$183.64M"
417,14.The Assassination of Jesse James by the Coward Robert Ford(2007),(2007),R,160 min,"Biography, Crime, Drama",7.5,"68        
        Metascore","Robert Ford, who's idolized Jesse James since childhood, tries hard to join the reforming gang of the Missouri outlaw, but gradually becomes resentful of the bandit leader.","Votes:
181,823
| Gross:
$3.90M"
418,"16.The Good, the Bad and the Ugly(1966)",(1966),R,178 min,"Adventure, Western",8.8,"90        
        Metascore",A bounty hunting scam joins two men in an uneasy alliance against a third in a race to find a fortune in gold buried in a remote cemetery.,"Votes:
755,509
| Gross:
$6.10M"
419,17.The Hateful Eight(2015),(2015),R,168 min,"Crime, Drama, Mystery",7.8,"68        
        Metascore","In the dead of a Wyoming winter, a bounty hunter and his prisoner find shelter in a cabin currently inhabited by a collection of nefarious characters.","Votes:
593,238
| Gross:
$54.12M"
420,18.High Plains Drifter(1973),(1973),R,105 min,"Drama, Mystery, Western",7.5,"69        
        Metascore",A gun-fighting stranger comes to the small settlement of Lago and is hired to bring the townsfolk together in an attempt to hold off three outlaws who are on their way.,"Votes:
57,228
| Gross:
$15.70M"
421,19.Blazing Saddles(1974),(1974),R,93 min,"Comedy, Western",7.7,"73        
        Metascore","In order to ruin a western town, a corrupt politician appoints a black Sheriff, who promptly becomes his most formidable adversary.","Votes:
139,546
| Gross:
$119.50M"
422,21.Hang 'Em High(1968),(1968),Approved,114 min,"Drama, Western",7.0,"62        
        Metascore","When an innocent man barely survives a lynching, he returns as a lawman determined to bring the vigilantes to justice.","Votes:
39,598"
423,23.The Devil's Rejects(2005),(2005),R,107 min,"Crime, Horror, Western",6.7,"53        
        Metascore","The murderous, backwoods Firefly family take to the road to escape the vengeful Sheriff Wydell, who is not afraid of being as ruthless as his target.","Votes:
100,514
| Gross:
$17.04M"
424,25.Wind River(2017),(2017),R,107 min,"Crime, Drama, Mystery",7.7,"73        
        Metascore",A veteran hunter helps an FBI agent investigate the murder of a young woman on a Wyoming Native American reservation.,"Votes:
250,254
| Gross:
$33.80M"
425,26.Legends of the Fall(1994),(1994),R,133 min,"Drama, Romance, War",7.5,"45        
        Metascore","In the early 1900s, three brothers and their father living in the remote wilderness of Montana are affected by betrayal, history, love, nature, and war.","Votes:
166,294
| Gross:
$66.64M"
426,28.Bone Tomahawk(2015),(2015),Not Rated,132 min,"Drama, Horror, Western",7.1,"72        
        Metascore","In the dying days of the old west, an elderly sheriff and his posse set out to rescue their town's doctor from cannibalistic cave dwellers.","Votes:
101,877"
427,29.Hell or High Water(II) (2016),(II) (2016),R,102 min,"Crime, Drama, Thriller",7.6,"88        
        Metascore",A divorced father and his ex-con older brother resort to a desperate scheme in order to save their family's ranch in West Texas.,"Votes:
230,294
| Gross:
$26.86M"
428,30.The Harder They Fall(2021),(2021),R,139 min,"Action, Drama, Western",6.6,"68        
        Metascore","When an outlaw discovers his enemy is being released from prison, he reunites his gang to seek revenge.","Votes:
61,933"
429,31.The Ballad of Buster Scruggs(2018),(2018),R,133 min,"Comedy, Drama, Musical",7.3,"79        
        Metascore","Six tales of life and violence in the Old West, following a singing gunslinger, a bank robber, a traveling impresario, an elderly prospector, a wagon train, and a perverse pair of bounty hunters.","Votes:
146,770"
430,32.Unforgiven(1992),(1992),R,130 min,"Drama, Western",8.2,"85        
        Metascore","Retired Old West gunslinger William Munny reluctantly takes on one last job, with the help of his old partner Ned Logan and a young man, The ""Schofield Kid.""","Votes:
410,461
| Gross:
$101.16M"
431,35.True Grit(2010),(2010),PG-13,110 min,"Drama, Western",7.6,"80        
        Metascore",A stubborn teenager enlists the help of a tough U.S. Marshal to track down her father's murderer.,"Votes:
338,484
| Gross:
$171.24M"
432,36.Once Upon a Time in the West(1968),(1968),PG-13,165 min,Western,8.5,"80        
        Metascore",A mysterious stranger with a harmonica joins forces with a notorious desperado to protect a beautiful widow from a ruthless assassin working for the railroad.,"Votes:
327,887
| Gross:
$5.32M"
433,37.Young Guns(1988),(1988),R,107 min,"Action, Western",6.8,"50        
        Metascore","A group of young gunmen, led by Billy the Kid, become deputies to avenge the murder of the rancher who became their benefactor. But when Billy takes their authority too far, they become the hunted.","Votes:
62,273
| Gross:
$45.66M"
434,38.3:10 to Yuma(2007),(2007),R,122 min,"Action, Crime, Drama",7.7,"76        
        Metascore",A small-time rancher agrees to hold a captured outlaw who's awaiting a train to go to court in Yuma. A battle of wills ensues as the outlaw tries to psych out the rancher.,"Votes:
311,308
| Gross:
$53.61M"
435,41.Dances with Wolves(1990),(1990),PG-13,181 min,"Adventure, Drama, Western",8.0,"72        
        Metascore","Lieutenant John Dunbar, assigned to a remote western Civil War outpost, befriends wolves and Native Americans, making him an intolerable aberration in the military.","Votes:
264,849
| Gross:
$184.21M"
436,42.Giant(1956),(1956),G,201 min,"Drama, Western",7.6,"84        
        Metascore",Sprawling epic covering the life of a Texas cattle rancher and his family and associates.,"Votes:
39,308"
437,43.The Magnificent Seven(2016),(2016),PG-13,132 min,"Action, Adventure, Western",6.8,"54        
        Metascore",Seven gunmen from a variety of backgrounds are brought together by a vengeful young widow to protect her town from the private army of a destructive industrialist.,"Votes:
211,941
| Gross:
$93.43M"
438,45.Maverick(1994),(1994),PG,127 min,"Action, Adventure, Comedy",7.0,"62        
        Metascore","Bret Maverick, needing money for a poker tournament, faces various comic mishaps and challenges, including a charming woman thief.","Votes:
112,258
| Gross:
$101.63M"
439,48.Cry Macho(2021),(2021),PG-13,104 min,"Drama, Western",5.7,"58        
        Metascore","A one-time rodeo star and washed-up horse breeder takes a job to bring a man's young son home and away from his alcoholic mom. On their journey, the horseman finds redemption through teaching the boy what it means to be a good man.","Votes:
26,966"
440,49.The Misfits(1961),(1961),Not Rated,125 min,"Drama, Romance, Western",7.2,"77        
        Metascore",A divorcée falls for an over-the-hill cowboy who is struggling to maintain his romantically independent lifestyle.,"Votes:
21,009
| Gross:
$8.94M"
441,50.Pale Rider(1985),(1985),R,115 min,"Drama, Western",7.3,"61        
        Metascore",A mysterious preacher (Clint Eastwood) protects a humble prospector village from a greedy mining company trying to encroach on their land.,"Votes:
59,891
| Gross:
$41.41M"
